postcode,borough,crime_type,date,borough_risk_level,borough_crime_rate,training_text,risk_score,premium_multiplier
SW12 9WQ,Wandsworth,Vehicle Crime,2022-08-24,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW12 9WQ)
Date: 2022-08-24 at 04:20
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW12 9WQ area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
SE16 7BM,Southwark,Vehicle Crime,2021-02-06,High,130.4,"Crime Data: Vehicle Crime in Southwark (SE16 7BM)
Date: 2021-02-06 at 22:48
Outcome: Under Investigation
Risk Factors: Borough crime rate 130.4, High risk area, High time risk
Assessment: Vehicles in SE16 7BM area have high theft risk due to 130.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.04,1.2
BR3 4LR,Bromley,Vehicle Crime,2021-01-02,Low,65.4,"Crime Data: Vehicle Crime in Bromley (BR3 4LR)
Date: 2021-01-02 at 01:31
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 65.4, Low risk area, High time risk
Assessment: Vehicles in BR3 4LR area have low theft risk due to 65.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.54,0.8
KT4 5EW,Kingston upon Thames,Vehicle Crime,2024-02-18,Low,62.1,"Crime Data: Vehicle Crime in Kingston upon Thames (KT4 5EW)
Date: 2024-02-18 at 11:14
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 62.1, Low risk area, High time risk
Assessment: Vehicles in KT4 5EW area have low theft risk due to 62.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.21,0.8
N9 9ZP,Enfield,Vehicle Crime,2023-02-12,Low,76.4,"Crime Data: Vehicle Crime in Enfield (N9 9ZP)
Date: 2023-02-12 at 05:35
Outcome: Under Investigation
Risk Factors: Borough crime rate 76.4, Low risk area, High time risk
Assessment: Vehicles in N9 9ZP area have low theft risk due to 76.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.64,0.8
SW1 1QN,Westminster,Vehicle Crime,2024-06-14,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (SW1 1QN)
Date: 2024-06-14 at 22:44
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in SW1 1QN area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
TW4 3HQ,Hounslow,Vehicle Crime,2024-04-15,Low,74.9,"Crime Data: Vehicle Crime in Hounslow (TW4 3HQ)
Date: 2024-04-15 at 22:52
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 74.9, Low risk area, High time risk
Assessment: Vehicles in TW4 3HQ area have low theft risk due to 74.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.49,0.8
KT5 7QR,Kingston upon Thames,Vehicle Crime,2024-10-03,Low,62.1,"Crime Data: Vehicle Crime in Kingston upon Thames (KT5 7QR)
Date: 2024-10-03 at 03:14
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 62.1, Low risk area, High time risk
Assessment: Vehicles in KT5 7QR area have low theft risk due to 62.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.21,0.8
SE15 1GF,Southwark,Vehicle Crime,2022-05-14,High,130.4,"Crime Data: Vehicle Crime in Southwark (SE15 1GF)
Date: 2022-05-14 at 23:21
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 130.4, High risk area, High time risk
Assessment: Vehicles in SE15 1GF area have high theft risk due to 130.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.04,1.2
NW1 3VM,Camden,Vehicle Crime,2023-01-14,High,172.4,"Crime Data: Vehicle Crime in Camden (NW1 3VM)
Date: 2023-01-14 at 04:39
Outcome: Charged/Summonsed
Risk Factors: Borough crime rate 172.4, High risk area, High time risk
Assessment: Vehicles in NW1 3VM area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",63.24,1.2
E6 3PP,Newham,Vehicle Crime,2024-06-18,High,128.9,"Crime Data: Vehicle Crime in Newham (E6 3PP)
Date: 2024-06-18 at 05:53
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 128.9, High risk area, High time risk
Assessment: Vehicles in E6 3PP area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.89,1.2
IG4 1QY,Redbridge,Vehicle Crime,2024-12-30,Low,71.6,"Crime Data: Vehicle Crime in Redbridge (IG4 1QY)
Date: 2024-12-30 at 22:38
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 71.6, Low risk area, High time risk
Assessment: Vehicles in IG4 1QY area have low theft risk due to 71.6 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.16,0.8
NW1 7TV,Camden,Vehicle Crime,2020-04-26,High,172.4,"Crime Data: Vehicle Crime in Camden (NW1 7TV)
Date: 2020-04-26 at 05:26
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 172.4, High risk area, High time risk
Assessment: Vehicles in NW1 7TV area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",63.24,1.2
N16 8DT,Hackney,Vehicle Crime,2024-09-12,High,140.1,"Crime Data: Vehicle Crime in Hackney (N16 8DT)
Date: 2024-09-12 at 05:18
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 140.1, High risk area, High time risk
Assessment: Vehicles in N16 8DT area have high theft risk due to 140.1 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",60.01,1.2
E17 6BG,Waltham Forest,Vehicle Crime,2023-07-11,Medium,86.7,"Crime Data: Vehicle Crime in Waltham Forest (E17 6BG)
Date: 2023-07-11 at 07:20
Outcome: Under Investigation
Risk Factors: Borough crime rate 86.7, Medium risk area, Medium time risk
Assessment: Vehicles in E17 6BG area have medium theft risk due to 86.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.67,1.0
E14 6LQ,Tower Hamlets,Vehicle Crime,2023-10-14,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E14 6LQ)
Date: 2023-10-14 at 06:55
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E14 6LQ area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
SM3 5LH,Sutton,Vehicle Crime,2024-01-03,Low,62.9,"Crime Data: Vehicle Crime in Sutton (SM3 5LH)
Date: 2024-01-03 at 04:44
Outcome: Under Investigation
Risk Factors: Borough crime rate 62.9, Low risk area, High time risk
Assessment: Vehicles in SM3 5LH area have low theft risk due to 62.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.29,0.8
EN4 2CQ,Barnet,Vehicle Crime,2022-01-02,Low,68.5,"Crime Data: Vehicle Crime in Barnet (EN4 2CQ)
Date: 2022-01-02 at 09:57
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 68.5, Low risk area, High time risk
Assessment: Vehicles in EN4 2CQ area have low theft risk due to 68.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.85,0.8
N22 7AU,Haringey,Vehicle Crime,2024-07-28,Medium,85.9,"Crime Data: Vehicle Crime in Haringey (N22 7AU)
Date: 2024-07-28 at 06:35
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 85.9, Medium risk area, High time risk
Assessment: Vehicles in N22 7AU area have medium theft risk due to 85.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.59,1.0
SW12 4UJ,Wandsworth,Vehicle Crime,2022-03-08,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW12 4UJ)
Date: 2022-03-08 at 22:09
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW12 4UJ area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
W1 9HD,Westminster,Vehicle Crime,2024-04-30,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W1 9HD)
Date: 2024-04-30 at 02:00
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in W1 9HD area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
W14 1VN,Hammersmith and Fulham,Vehicle Crime,2023-01-28,High,125.3,"Crime Data: Vehicle Crime in Hammersmith and Fulham (W14 1VN)
Date: 2023-01-28 at 01:30
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 125.3, High risk area, High time risk
Assessment: Vehicles in W14 1VN area have high theft risk due to 125.3 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.53,1.2
NW1 1EV,Camden,Vehicle Crime,2020-09-02,High,172.4,"Crime Data: Vehicle Crime in Camden (NW1 1EV)
Date: 2020-09-02 at 12:52
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 172.4, High risk area, Medium time risk
Assessment: Vehicles in NW1 1EV area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",53.24,1.2
E16 2SW,Newham,Vehicle Crime,2021-12-02,High,128.9,"Crime Data: Vehicle Crime in Newham (E16 2SW)
Date: 2021-12-02 at 04:45
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 128.9, High risk area, High time risk
Assessment: Vehicles in E16 2SW area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.89,1.2
E3 6QD,Tower Hamlets,Vehicle Crime,2024-03-31,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E3 6QD)
Date: 2024-03-31 at 21:59
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E3 6QD area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
W14 8PP,Hammersmith and Fulham,Vehicle Crime,2022-09-29,High,125.3,"Crime Data: Vehicle Crime in Hammersmith and Fulham (W14 8PP)
Date: 2022-09-29 at 07:18
Outcome: Under Investigation
Risk Factors: Borough crime rate 125.3, High risk area, Medium time risk
Assessment: Vehicles in W14 8PP area have high theft risk due to 125.3 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",48.53,1.2
EN2 5QD,Enfield,Vehicle Crime,2022-02-05,Low,76.4,"Crime Data: Vehicle Crime in Enfield (EN2 5QD)
Date: 2022-02-05 at 21:12
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 76.4, Low risk area, High time risk
Assessment: Vehicles in EN2 5QD area have low theft risk due to 76.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.64,0.8
N21 7AE,Enfield,Vehicle Crime,2021-03-11,Low,76.4,"Crime Data: Vehicle Crime in Enfield (N21 7AE)
Date: 2021-03-11 at 02:06
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 76.4, Low risk area, High time risk
Assessment: Vehicles in N21 7AE area have low theft risk due to 76.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.64,0.8
E2 2QV,Hackney,Vehicle Crime,2024-07-30,High,140.1,"Crime Data: Vehicle Crime in Hackney (E2 2QV)
Date: 2024-07-30 at 06:06
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 140.1, High risk area, High time risk
Assessment: Vehicles in E2 2QV area have high theft risk due to 140.1 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",60.01,1.2
W14 7XU,Hammersmith and Fulham,Vehicle Crime,2024-12-26,High,125.3,"Crime Data: Vehicle Crime in Hammersmith and Fulham (W14 7XU)
Date: 2024-12-26 at 18:32
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 125.3, High risk area, Medium time risk
Assessment: Vehicles in W14 7XU area have high theft risk due to 125.3 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",48.53,1.2
SM2 6WG,Sutton,Vehicle Crime,2020-01-03,Low,62.9,"Crime Data: Vehicle Crime in Sutton (SM2 6WG)
Date: 2020-01-03 at 05:57
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 62.9, Low risk area, High time risk
Assessment: Vehicles in SM2 6WG area have low theft risk due to 62.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.29,0.8
SW1 2MD,Westminster,Vehicle Crime,2021-10-24,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (SW1 2MD)
Date: 2021-10-24 at 06:58
Outcome: Under Investigation
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in SW1 2MD area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
E14 1GB,Tower Hamlets,Vehicle Crime,2022-01-03,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E14 1GB)
Date: 2022-01-03 at 23:04
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E14 1GB area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
SW2 8AL,Lambeth,Vehicle Crime,2020-06-15,High,132.6,"Crime Data: Vehicle Crime in Lambeth (SW2 8AL)
Date: 2020-06-15 at 03:20
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 132.6, High risk area, High time risk
Assessment: Vehicles in SW2 8AL area have high theft risk due to 132.6 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.26,1.2
E5 8GH,Hackney,Vehicle Crime,2020-07-09,High,140.1,"Crime Data: Vehicle Crime in Hackney (E5 8GH)
Date: 2020-07-09 at 10:25
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 140.1, High risk area, Medium time risk
Assessment: Vehicles in E5 8GH area have high theft risk due to 140.1 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",50.01,1.2
RM6 8ZU,Havering,Vehicle Crime,2022-03-04,Low,64.7,"Crime Data: Vehicle Crime in Havering (RM6 8ZU)
Date: 2022-03-04 at 19:01
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 64.7, Low risk area, Medium time risk
Assessment: Vehicles in RM6 8ZU area have low theft risk due to 64.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",27.47,0.8
N13 6ZY,Enfield,Vehicle Crime,2021-05-01,Low,76.4,"Crime Data: Vehicle Crime in Enfield (N13 6ZY)
Date: 2021-05-01 at 06:42
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 76.4, Low risk area, High time risk
Assessment: Vehicles in N13 6ZY area have low theft risk due to 76.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.64,0.8
RM13 9HU,Havering,Vehicle Crime,2024-12-12,Low,64.7,"Crime Data: Vehicle Crime in Havering (RM13 9HU)
Date: 2024-12-12 at 00:56
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 64.7, Low risk area, High time risk
Assessment: Vehicles in RM13 9HU area have low theft risk due to 64.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.47,0.8
N5 5JP,Islington,Vehicle Crime,2021-12-18,High,138.2,"Crime Data: Vehicle Crime in Islington (N5 5JP)
Date: 2021-12-18 at 00:44
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 138.2, High risk area, High time risk
Assessment: Vehicles in N5 5JP area have high theft risk due to 138.2 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.82,1.2
SW15 4QV,Wandsworth,Vehicle Crime,2022-07-04,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW15 4QV)
Date: 2022-07-04 at 02:04
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW15 4QV area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
E1 3CS,Tower Hamlets,Vehicle Crime,2023-05-17,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E1 3CS)
Date: 2023-05-17 at 00:05
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E1 3CS area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
E1 2MB,Tower Hamlets,Vehicle Crime,2021-04-16,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E1 2MB)
Date: 2021-04-16 at 04:11
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E1 2MB area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
