token_id,contract_address,owner_wallet_address,make,model,year,vin,registration_number,category,current_value,original_value,postcode,area,area_risk_level,mint_date,mint_transaction_hash,last_transfer_date,last_transfer_hash,metadata_ipfs_hash,blockchain,token_standard,insurance_risk_score,monthly_premium_estimate,coverage_recommended,ownership_verified,vin_verified,dvla_verified,mileage,fuel_type,transmission,color,doors,total_transfers,policy_count,claims_count,last_valuation_date,created_at,updated_at
1103,0x79351440012b89e8cbe917e180cc51026cedaf67,0x28cc859cf261e16afde025d453a9afc8ea4f307a,Lamborghini,Huracan,2013,WBA137653825779,DE13 KQW,supercar,66179,180000,CR0 7XS,Croydon,medium,2022-11-24,0x6fbc21a725650704f3747a76cdbe14cc5bccf8d382436126c41a489b56bc2b6f,2023-03-01,0x77e62bb5b14734f2542f9b9915ac363df4f8812636cb76e6859098cc15cf898f,Qm19BTcHVPa7MLnzK8GLuuWsFkRRTL9vHW173MthqBaD73,BlockDAG,ERC-721,90.5,19,comprehensive,True,True,True,135253,Petrol,Manual,Red,2,3,1,1,2023-06-16,2022-11-24,2023-03-01
1104,0xfac8f46facba332c8e53b8f5e882242cfe0c32a2,0xd2c5e4e10f78ce644425ef8e9b343801740dc0e1,Jaguar,XK,2021,SAJ211535333422,CD21 OWO,luxury,17909,25000,SE1 9QV,Southwark,medium,2021-05-17,0x140b812f311a7e19616b5edf7d0ae885bf38586456eb372760da4b605455b318,2023-03-23,0x3a80be1ca763742ff70b1c21e2a835b91cdccde392ccf1bcefc688955f413872,Qm65PRQ3RDRtoG7sRyNBxa5gVAbAyBTu2G76ukwSSYkcw6,BlockDAG,ERC-721,81.39089999999999,4,standard,True,True,True,5327,Electric,Manual,Red,2,4,2,1,2024-01-20,2021-05-17,2023-03-23
1105,0xbada04e2becab86217e5bbefe885102586b2c4f1,0xf591521aaa1db43e853f871c26d805656af28510,Volkswagen,Passat,2016,WBA160384596613,BC16 LXM,standard,7082,15000,EN1 2BG,Enfield,medium,2022-05-30,0x43aed770435d8e1b8ccd2435f7ff23cc1b220e1662c09fab38dc69f62f3366a6,2024-09-09,0x2e11d6eefc36db7f9205dc206e1315483afbe2261a19f80c2f9c5535070a5e9e,QmKW85HzVv8bmdkPBAw2kxueA4YEq1cqs7HSV1oUFZEAjL,BlockDAG,ERC-721,45.2082,0,standard,True,False,True,77948,Petrol,Manual,Black,5,5,0,1,2024-03-20,2022-05-30,2024-09-09
1106,0x891b24e4e865b483aa239cc4f6c8a9fa5761dd92,0x17829867d6b8d8e2dc7f64c9db032238c9cb90a9,McLaren,570S,2013,WBA131913531832,BC13 OWP,supercar,66179,180000,E1 6QE,Tower Hamlets,high,2023-05-06,0xc8a8a90fa7eb86e66841959f696042623bc633a93dde3f64ddb4e326fb407d8b,2023-09-20,0xb62bf21a5f54aca724e11598e5a98fd7a9564cb25c7ba930910ddaaf2b6c90d9,QmHGufNMCQGSbM3KDsaQuXCs3rj1oiXT8wa1qK55Sz2dbx,BlockDAG,ERC-721,95.0,25,comprehensive,False,True,True,32980,Diesel,Manual,Red,2,3,1,0,2024-06-19,2023-05-06,2023-09-20
1107,0xbada04e2434e90c0e297c11f8c52649fc75f1817,0x3315c48d2f88b96fb7d6571ca1624e3e8d3c3a56,Volkswagen,Polo,2018,WBA185005746691,BC18 PAG,standard,4462,8000,W1 6MH,Mayfair,high,2024-09-18,0x4895442b45b04dd2d381b9a2b11b788c657c3135d2b332ae924cfdb3e1d25838,2023-01-24,0x09b9ff8bed3146ed9abe760ae8e1414bfc70300b303a5d155abdf8adee05c853,Qmfs4x9ToY7dxvjHTKT8m7MAMwg3QNZkVVqc7fT8AREveG,BlockDAG,ERC-721,48.9462,0,standard,True,False,True,91931,Petrol,Manual,White,2,2,0,0,2023-10-20,2024-09-18,2023-01-24
1108,0x92b457e40ccf89f7c4a739e53dc7ceb1c1bb7506,0xc24b38fa9e477aa1098241c172916cb13f624194,Audi,A8,2018,WAU180184612827,AB18 IAM,premium,27892,50000,CR0 5LN,Croydon,medium,2020-07-17,0x6f5138e3dd55a705edb92450c0c11b21c10e48accbcef85766866fcc55092657,2024-12-17,0x63bbcb3555b09e428498e8b688af048585ba0974ec413ad3825840bb9bd6a5c9,QmqZ72zgP4win7LUNLcrrhQDov48F1bQujeuwqZuG9FH16,BlockDAG,ERC-721,61.2892,5,standard,False,True,True,49366,Petrol,Automatic,Black,2,2,1,1,2024-04-11,2020-07-17,2024-12-17
1109,0xbada04e21832a5c6573a2c7587f5b64aa874291d,0xe77d1cfa20c2526e20842c41eec03537bb69866c,Volkswagen,Polo,2013,WBA134258106303,CD13 GNV,standard,2941,8000,EN1 4FP,Enfield,medium,2023-06-14,0xee42d9cf3eca41d2a9877abe330cd40a47512033776f37ea078c1d243e98ba40,2024-04-17,0x8eba9a96d96923a0ea2b300c2c918af47c538d2eec6e18e9e894ae698ec2184d,QmGN4iHEUj8p6oqwidpARz93SeCeRisazBUeu4TCBfsb2G,BlockDAG,ERC-721,46.2941,0,standard,True,True,False,141025,Electric,Manual,White,4,2,1,0,2023-05-09,2023-06-14,2024-04-17
1110,0x79351440c75a79a10b9fb74c1c8b9c0dd80fa4ac,0xcfaf3537d650fd8b911912a843bf552f43551eb9,Lamborghini,Huracan,2010,WBA102297580965,CD10 GJJ,supercar,51533,180000,CR0 4IT,Croydon,medium,2024-09-16,0xf5eed96444c10cb4720da56cb515fca10d39c40e49d9b204587851a39fe4c0f7,2024-02-25,0x4352900858aa83bab4de2e5484a2585b989e41be4010eabf01ec543c90b926ec,Qm76CD9p6MUg9aSjkEhyVgDbnQyz3zB5gkAcu8863farMU,BlockDAG,ERC-721,92.0,15,comprehensive,True,True,False,20537,Hybrid,Automatic,Grey,5,4,2,0,2024-05-29,2024-09-16,2024-02-25
1111,0xbada04e2dca1f1179a4d51f0be982da8c921fdbf,0x19a763571ae50ab3ed6400a857ec978fdd391336,Volkswagen,Golf,2009,WBA098598388828,CD09 FBW,standard,3160,12000,EN1 7FX,Enfield,medium,2023-12-09,0x3d9094ccf31de8c667f63b43cdcd442eecc26857ec1be305f1ef273cb74999ad,2023-08-03,0x7b67ebd3627d1a4ee31a2964177135fcd107ea293682af21f3de713f0175153f,QmrNzndHFZkGWGJaVtiiUVYe9oogQC52d1pATn2Fddxf45,BlockDAG,ERC-721,48.316,0,standard,True,True,True,85770,Hybrid,Manual,Silver,2,3,2,0,2024-01-13,2023-12-09,2023-08-03
1112,0xbcb48ddd4067b1b6b6ae6b69a5c8b6896aa4c2e7,0x5daaa235399b081c5fd54f6852ee52f8363cda4e,BMW,M5,2016,WBA161145151465,CD16 ORK,premium,16525,35000,CR0 7CI,Croydon,medium,2024-05-16,0x055569cc4dc8f82ba43b5c492d8ae84a7d43141567e0e4d22ea13a8483c7ab2c,2024-03-09,0x687deb167cb50c0ca3b087069b3263fcf7713716313c36e73578731061a59cfa,Qm2hvRCTHV9bfRYt1iWv7GcbmBNrmPmA7E3bWEzKUqgwML,BlockDAG,ERC-721,61.1525,3,standard,False,True,True,15071,Electric,Automatic,Blue,4,1,1,0,2024-09-15,2024-05-16,2024-03-09
1113,0x6c5b90ce74ec83d3ae533a584fdd151afe1f9f24,0x678a194b3d9db4141e77aa011d13ae8493f60979,Ferrari,488,2011,ZFF113641807350,DE11 UFX,supercar,56014,180000,CR0 3LO,Croydon,medium,2023-02-16,0x0f1eff75a9926caa8b63771cb702d58a39d55c4f46a4daf5d851173051304297,2023-06-06,0xe2a2689d5da38e3bd139bc85ebd258986706a13a6165ed9afe80651dd7d845bd,Qmb37F6RpAvtZBBp25g8bzXCMwetUVZ8rHjzih4Rdunsft,BlockDAG,ERC-721,91.5,17,comprehensive,True,False,True,140972,Diesel,Manual,Blue,5,3,1,0,2024-12-13,2023-02-16,2023-06-06
1114,0xe6971472852828917fdac35d5edbae4e76773177,0xc95d46a87635620dc52b74c8b1bed22dad29c43b,Aston Martin,DB9,1973,SCFAB738774816650,DED SCQ,luxury,99803,75000,CR0 9UR,Croydon,medium,2021-12-09,0xf7847feed42c6728939665c49d6a317fad7d6b560ea6354acd25ab3d622c0914,2024-12-10,0xa1c5fe2ed97b9b67570e15ee65209133c1fc889e3f3e97eb4c9ddd1255b941a9,QmYxv6EUdEfyydxVmtwMYaW2arJekC31ENTWpTMqvLCFMz,BlockDAG,ERC-721,79.5,26,comprehensive,True,False,False,132529,Petrol,Manual,Silver,3,5,1,1,2024-02-02,2021-12-09,2024-12-10
1115,0x79351440c20bbcfe1118b174be380e7570b476e2,0x10006983647e71d0bb649318733fec02d39f7df5,Lamborghini,Gallardo,2009,WBA095450282366,DE09 XHR,supercar,39509,150000,E1 5RB,Tower Hamlets,high,2021-10-03,0x40b29ae3e60590fe1fbdc2ba71357d915aca42a6ba7d8b7887777427e7834bca,2024-06-26,0xa41f92554e6d4fa6df5e6a2089c3b9944f8057f4b972a9f40ff435e94337d80c,QmP97WHwcTERYVSfwT9Cgc6W7M1uvUzeBLpvfAhGvW2W2o,BlockDAG,ERC-721,95.0,15,comprehensive,True,True,True,15261,Electric,Automatic,Black,3,2,0,0,2024-02-13,2021-10-03,2024-06-26
1116,0xc57be7f5f2410bf1de9ae7f33f7db926a213ca7e,0xc3764de001e4b1d61b67328cfa3c5c0b75cc42d7,Mercedes,G-Class,2005,WDD056333992367,AB05 INK,luxury,15095,80000,SW11 4YO,Wandsworth,low,2022-11-15,0x14725997842888532596e4c6fa82284f6cd4ef3ce82478cef3b843d30439d674,2023-04-21,0xe356615149f5a3f159fdee69950740938e87e72d4cdc5fb498ff911136906da5,QmtJRRAg1VXcVSHngUndAptAZrWd6Sq5BuZgjvNPP1Kd7P,BlockDAG,ERC-721,74.5095,2,standard,True,True,True,101743,Electric,Automatic,Red,3,4,0,1,2024-11-06,2022-11-15,2023-04-21
1117,0x01083da25f8c5826971d6666b52c9a11211c193e,0x50feead7451498be12d37fbce5c8c81242041fc1,Ford,Mustang,2009,WBA091734582366,AB09 ZMF,standard,6584,25000,E1 5BW,Tower Hamlets,high,2020-09-28,0xf2cca9e2dee49340bfedd5f3a57d996aa1aa629009a2af1f324c1df8c1694fee,2023-01-12,0x2abe1ca5bf08a3fe3fb6b3f997a03b7dc4711753f4f7bc680f0f3331744b5f86,QmQmvh2F4uGFqhoBEtFPEi1RY3cNFaU3irEVQJRfQPSV4o,BlockDAG,ERC-721,53.6584,1,standard,True,True,False,84828,Diesel,Manual,Black,5,3,2,0,2024-03-21,2020-09-28,2023-01-12
1118,0x92b457e467fb084126466d177f5de86b6eaa5565,0x430c748bb27da3de53f9f959e21739fc44d6de0b,Audi,Q7,2013,WAU135064552318,CD13 HJN,premium,12868,35000,TW9 4AN,Richmond,low,2024-06-19,0x0d40ba00d911ccbb3563a9624ae68aec18790de2444a9ea90bceea71cffdc38c,2024-05-09,0x706e9385c81a0bf3557e4a007044242dba2e52b5aa066cf0a8398fbf97a43dd7,QmqCnsUKvdSh7ocGdifLJuY4DZSAcHKS1BJ1zQk9GbozMX,BlockDAG,ERC-721,57.2868,1,standard,True,False,False,122034,Electric,Automatic,Grey,2,2,0,0,2024-04-25,2024-06-19,2024-05-09
1119,0x891b24e48c61030f22c1e56f077ff8d26bdd5cad,0xbbb8e1b584d52ef898346c96835e045dab629a8f,McLaren,P1,2021,WBA213441218680,DE21 LCQ,supercar,573114,800000,W1 9TJ,Mayfair,high,2024-07-05,0x839d05a81fccd61aee8f472687d479e4feb122c66b09645c64a0542c8eb90e9f,2024-12-12,0xf08c07cf0cdcb0674b643bdcdb623a38611552c057a317a9a4a44c144d343647,Qm7chaJoq3eyqQnimrPeyQ7f55prWgsVKAuiEy5Z57gxgi,BlockDAG,ERC-721,91.5,227,comprehensive,False,True,True,17934,Petrol,Automatic,Silver,2,4,2,0,2023-09-12,2024-07-05,2024-12-12
1120,0xe69714720794b3e6ef5878dc043e8225d368d7cd,0x64436f7e1ac1b4d065a8c11fdd78a87a0c79d540,Aston Martin,DBS,2022,SCFAB229132597110,EF22 PPJ,luxury,66188,85000,SW3 1JT,Chelsea,high,2024-05-05,0xb26af238decaaf9f5a088db0284ba29c1390235cf7dee40df994e3895a25c084,2023-02-08,0xcfbd7603b1386966587d21989bbc01f0d461ebdca41dc38f12c387109a37c60d,QmYZekPQSeCQ4bR5HDsF5ZqaqGUnwpNAACdz71YtsWTbT6,BlockDAG,ERC-721,89.2,23,comprehensive,True,True,True,119415,Petrol,Manual,Red,2,3,0,1,2024-07-19,2024-05-05,2023-02-08
1121,0x6c5b90ce0a381716b2f2b9c79dab779c95b33776,0xf1df7e0be29880a6557112fd65a2635726ccd04e,Ferrari,488,2013,ZFF139219107069,AB13 BTY,supercar,66179,180000,N1 3AR,Islington,medium,2020-07-10,0xa14da827aea3866e89e0b99305ed149277b52c308946d74231f6e50d762bd6a3,2023-07-16,0xa2a9fd81bafd88be2bb5d64a12183dd013c298e1d97ced021ab8e1661c4993a1,QmF7m7YRrht4Zf4Lrbpwv4vQpvMz1i5u845hXr5Y4sATA2,BlockDAG,ERC-721,90.5,19,comprehensive,True,False,False,137589,Diesel,Automatic,Black,3,5,0,0,2024-12-17,2020-07-10,2023-07-16
1122,0x6c5b90ce96fa964d8bd52a6d5668dee4f92999ac,0x9850c0d53f546984ca640bb3fd12e2202c389d09,Ferrari,250GT,2022,ZFF221581637183,CD22 ZRX,supercar,93442,120000,SW1 4RX,Westminster,very_high,2022-04-09,0xa8fa2e50e3a6054f5907c1851ebeb9a5e900df3af3d1a8c49a071e18c12720ec,2023-02-25,0x7a99e694166c95dca25a5621d308f8b610ce02827dfbd14ad5a835a6a9dde1d5,QmG5kewSXtDrcx7XPRLrWAL5wkHPS5a7Cb8F34MZHCVRiD,BlockDAG,ERC-721,95.0,41,comprehensive,True,False,False,109934,Petrol,Automatic,White,4,1,2,1,2023-06-27,2022-04-09,2023-02-25
1123,0xc57be7f5556a0482e3b666982e26b256e150f148,0x4e8cd7428a731dfe001148e26252b36eece2d5c8,Mercedes,S-Class,2005,WDD056866295104,CD05 VHX,luxury,8491,45000,SE1 4PQ,Southwark,medium,2024-01-21,0x6f961eacf3e7b0d8c574784577975d6781872d914e9b8916215f4a3161ccb78b,2023-05-21,0x421a3a95a1c1c742406b53a54fd96578f8ab85b98f384d09febdbf57b6bd525f,QmxEEThskDPLYftZ2ywQiPp8cQidZ29Xf5zWVfXGjfgZcB,BlockDAG,ERC-721,78.84909999999999,2,standard,True,False,True,46458,Petrol,Automatic,Silver,4,1,1,0,2023-11-05,2024-01-21,2023-05-21
1124,0xa9cebc93e3f6eeed424149509b2a6d015b281cc0,0x54113885b3e7220b3ed7b6d74bea520555969b56,Porsche,Cayman,2002,WP0021731484700,BC02 NIG,sports,5142,35000,SW11 7IN,Wandsworth,low,2023-05-02,0x362981f30599d8cc4f6a74a0fbf0b57becf6bc910250d1da3b80a92214591df6,2023-10-08,0x4425cd9e0cfad3a966923b3f700563129e1b6c13ea0768bbec36cd83d03020b7,QmGFQTQ9z1Xqw3bqMZV7rJRPLPKMUwYQ6W5B7XzSJQkULo,BlockDAG,ERC-721,72.0142,0,standard,False,True,True,2771,Hybrid,Manual,Black,3,1,2,0,2024-07-14,2023-05-02,2023-10-08
1125,0x6c5b90ced8dc0f4794bde388db8d48769e428f15,0x33b4f56da0b4027ff5adef35c39532d77e41d9bd,Ferrari,F8,2000,ZFF000194829811,EFD JKM,supercar,27360,220000,E1 7PQ,Tower Hamlets,high,2020-12-30,0x8377558225715b4c82fe6b9f88a25cad6055730da75825b92a936f51c9a4872c,2024-04-18,0x71dce7b75cf432cccc966c1b12bf427b1f4dc91d0d79c4f4ffe4c2c93a0fbe42,Qm5EDqqMkgo3moR9LGn2mSipD5rh6mBzwRnsVrbCJhBRiH,BlockDAG,ERC-721,95.0,10,standard,False,False,True,115561,Hybrid,Automatic,Blue,4,1,2,0,2024-07-25,2020-12-30,2024-04-18
1126,0x6c5b90ceb723318ab02031115d84dafaa9d1fdfd,0x38329a16f922efe5a29f34fde0531f2c97862221,Ferrari,250GT,2022,ZFF220132191554,AB22 EZJ,supercar,93442,120000,SW11 6GL,Wandsworth,low,2023-10-07,0x0b472644b08ce45d90f0cc6e1f7f869d0c97b8a7b134cc08f93dc666a1b5f63a,2023-12-06,0xc435504ba0a14c26fe1f1da768fedc58355d52a17f14e228df8077c6051d4ab3,QmNK8efeEBRY3YJRowwtG9SQrWe2oUt3MvDsDoxemcCSgb,BlockDAG,ERC-721,81.0,20,comprehensive,False,True,False,118833,Petrol,Manual,Black,3,3,1,1,2024-01-10,2023-10-07,2023-12-06
1127,0xbcb48ddd5089c4615fc4a3a56bc9391114b41c43,0x4aeb83b422afc42c5bc72702266a81105dd82095,BMW,i8,2000,WBA005017856067,ABE OPZ,premium,9949,80000,W1 3JQ,Mayfair,high,2022-01-14,0xd9147254a3085120c2aca88e03bb037273e95daf9da96676b155cbc5b6c88884,2024-01-09,0x6c08f0875a6aa6c653f6e5c6019a274d9b04d892e57fed7df163a634c4f56d27,QmcTitfVt7JJ8W6ECbCUKU6PCxtL4zhpWAevSFG5sFU1zy,BlockDAG,ERC-721,73.4949,3,standard,True,True,False,147218,Hybrid,Automatic,Grey,3,2,2,0,2024-08-03,2022-01-14,2024-01-09
1128,0xbcb48ddd108f0975bcd0cde1fc148489cc260b66,0xbbb25184f569b7c102df81664fdf6c9719894a6b,BMW,X5,2001,WBA011816455711,BC01 WIN,premium,4055,30000,EN1 7YP,Enfield,medium,2022-11-05,0xb6ae8202933579209f38f919c6618bd2d1efab3d88a0560a952af5090282d0b5,2024-05-23,0xece2ff0fe3aa05bb8cfcf955fa06add5416bc82cc852a0a0ef351f1d0da07b41,QmH6QheHJZjdhFYjZUKrsnhCwueKFqHmmRewGSiymb4BwB,BlockDAG,ERC-721,67.4055,0,standard,True,False,True,134406,Diesel,Manual,Blue,3,2,0,0,2023-11-21,2022-11-05,2024-05-23
1129,0xbada04e2ac76995a462840f0643a47609f6a8742,0x6f0ab5cb8ccff527f17a5c14159b8ed270d88baf,Volkswagen,Golf,2024,WBA244582732985,DE24 RSZ,standard,11040,12000,N1 7QU,Islington,medium,2024-11-27,0xe3664f126a7a6e4959f70293d948476c3d3f0284b2d1442160c15b38a7807e76,2023-11-28,0x5bbbb8e9816a0d60fa0b9b64363a9bafc3b5e792638e9ec9e527b455f5e2fcbe,QmmA6mgzUh8Y8ttNbCXAsCoYTadEZ7KvnJXhFF961gYJXU,BlockDAG,ERC-721,41.604,1,standard,True,True,True,111267,Hybrid,Automatic,Grey,3,3,1,0,2023-11-03,2024-11-27,2023-11-28
1130,0x891b24e47d4fb13132367d63d90e72c4fe62fa77,0x002dda53f098903a2a9874eab263026083590aee,McLaren,570S,2003,WBA031211079026,CD03 KUE,supercar,28747,180000,SW1 9IA,Westminster,very_high,2024-03-18,0x666fbb49beeef1cbfee02cec62542645083766f547be10a0a73d703db19e4d18,2023-01-23,0x413d1f8fec2f48ff6a42484ca6568eca77d501128aaa3c54926bcead612150f2,Qmw3ct2hf3DD95RPGCoq3ZTaU4qJDDLWSRiEQCbf1Jbv4R,BlockDAG,ERC-721,95.0,12,standard,True,True,False,113734,Petrol,Automatic,Grey,3,1,1,0,2023-12-02,2024-03-18,2023-01-23
1131,0xe6971472df955800b7bfa88575e3a78b88b66c47,0x994e51b755863d64ace3ad04794c2fcc49358ed7,Aston Martin,Vantage,1985,SCFAB856263168003,ABB KNV,luxury,69753,45000,W1 8BK,Mayfair,high,2024-09-11,0x5798ee9c8a2fa1a5e0fc3c3e903b11d1b9a27ed672523240f1fbbbb3e5e4278a,2023-10-05,0x9f28d562615859c7f49ce4a54135f3965e10f3e4a449e4f96982aee28a3fc749,QmsXgwqHr1fja6BXYLVTRDi9f6hQ5f5QwLy9WgjZiDfuYT,BlockDAG,ERC-721,85.5,25,comprehensive,True,True,True,56751,Hybrid,Manual,Blue,5,3,0,0,2024-03-02,2024-09-11,2023-10-05
1132,0x01083da247235a5928886f232f2e5c61338762d1,0xfc87df711d56f794126f58ba9d5e9f41bc973849,Ford,Fiesta,2019,WBA198005420600,CD19 DWX,standard,3638,6000,CR0 7QF,Croydon,medium,2021-04-09,0x85653f5da4bf8317a48720f182531430fa0895606fc319c5fde3dbe52884d045,2024-06-11,0xccde4bc2f269a3178be392ee5d8394122d8fbc57b5a385d0abc7ccaadc7494a0,QmTCCyADeyaJs4rVbL4goXaXYGCSoQgNes7n4qfGomZpaw,BlockDAG,ERC-721,43.3638,0,standard,True,True,False,13508,Electric,Automatic,White,2,3,2,0,2023-12-20,2021-04-09,2024-06-11
1133,0x891b24e46cec7bba9cd0ed077b1977f3bd793467,0xcd8e41bf3870dfb6603860f8ac4348b057f1f890,McLaren,P1,2006,WBA062494585245,EF06 VDJ,supercar,164081,800000,SW1 8UT,Westminster,very_high,2021-09-03,0x2960f8c93590f472d7624bb429618f0ec6fbdc78f69876a6b2792535d12c90d8,2024-12-14,0xf8c2c0cd972dac58b7afbbc67afedb49386d7fe7786a77ec48345f21edc472e1,QmPVCn3wan46UUrsVGvL145VE7Zr6MRgAeLh8bHmW12fGv,BlockDAG,ERC-721,95.0,72,comprehensive,True,True,False,114954,Hybrid,Automatic,Black,3,5,1,0,2023-11-06,2021-09-03,2024-12-14
1134,0xfac8f46f1cef380ab7552fb266cc47a9b38a7d58,0xf34e3b1f68a25d8bb564c3b24990f0c912f4912c,Jaguar,E-Type,2017,SAJ179279347532,AB17 MKW,luxury,30793,60000,SW3 5UK,Chelsea,high,2022-11-28,0xdbc889b2998bfa65cd260040c7eecb2f63af4916f9078010f28cd0e849f1cd41,2023-12-04,0x0350ef8d15637aca3961331dc5c6a034eb207c9785ae5bb677dd6d36d7b071fb,QmohB3ofBRsqEWCETNUFsHzLKkP6o4DhwqfwmhmRExL9ty,BlockDAG,ERC-721,87.2793,10,comprehensive,False,True,True,32411,Petrol,Automatic,Black,2,5,1,1,2023-01-31,2022-11-28,2023-12-04
1135,0x891b24e429b08e585d7109ffce19a7517ff20d18,0xd8b074ceed77742b369d1234afde8476c772ec19,McLaren,570S,2002,WBA023703160061,EF02 QMX,supercar,26447,180000,SW11 2GD,Wandsworth,low,2020-02-28,0x434f89dafe741349312af67b7f28597105d0711b421d1ac3c93622ae483e34ba,2024-02-10,0xe7374725c8e194d00f0126c1eeba5552f6ded9e44dc31d26b399dc5c3b240205,QmmjpZTb3XWiTCcdLb714tARDZPnKJdNnf27nCb1qxdRt4,BlockDAG,ERC-721,89.1447,6,standard,True,False,True,56065,Hybrid,Manual,Black,4,4,2,1,2024-05-13,2020-02-28,2024-02-10
1136,0xbcb48ddd59a06d5d3926a6977dbb50ef12cf2598,0xf9aa7734135751fb8e465ad7fb6aa88cf1783d5a,BMW,M5,2002,WBA024679546610,AB02 LME,premium,5142,35000,N1 8WN,Islington,medium,2021-05-24,0x31d41ce6cc997a717f3c8636a25ff5ff53bd8ae00df61ba0e34524d299f13b62,2024-09-15,0xca8c73fe9a732c2bfea531cc98705d5e71ee941db4e3c92aae31895584e00737,QmzXboWksze29Y9aCqcZVnrD1b8u49Y9AwGqd4mtNFjuew,BlockDAG,ERC-721,67.0142,1,standard,True,False,True,81017,Petrol,Automatic,Red,3,2,2,0,2023-10-05,2021-05-24,2024-09-15
1137,0xa9cebc93800fec2769383e33af761ddbe6286c12,0xfa0d98f5e4bee3949d3ec6d641430da563ceb375,Porsche,Cayenne,2000,WP0000576477614,CDE RFM,sports,6840,55000,N1 2RM,Islington,medium,2024-06-27,0x88d233b775764319d905ea69ff6c877ad2bae5f0736aa31df45429eb1b153cef,2024-01-08,0xb5103c387c089897fe0f4b14a8365952ac2fc1d40b4eafc297a4749a53640c4f,QmuUd31mdQTQfGyRCqfAwjoQWFcw5PvbxbCUYJMK7iPkfU,BlockDAG,ERC-721,78.184,1,standard,True,False,False,103512,Diesel,Automatic,Grey,2,5,2,0,2024-03-01,2024-06-27,2024-01-08
1138,0x6c5b90cedb3689a36dddb8fa51bca4bbb905af7b,0x784a63a5efc5d507285296178cce8f2a8b1f6a9f,Ferrari,F40,2001,ZFF018341709059,AB01 ARE,supercar,27035,200000,SW11 9ET,Wandsworth,low,2023-11-09,0xbc22379c36834fd37cc7046c613a18ccb77d4ddb080a758f5d92e8c5afa0c1b5,2024-03-17,0xd3c8568a36f4847639f0772f585b280620de83a3e98bbf0cef013c7cdf57e93f,QmZuH19oRkoXC62HKuoTA7LwVMTCWvGq2JcMSaNfCnQSKb,BlockDAG,ERC-721,89.7035,6,standard,True,True,True,80874,Electric,Manual,Red,3,1,1,1,2024-01-13,2023-11-09,2024-03-17
1139,0x891b24e44536c92a9d3f8aabdbba039351e78606,0xa9e80478ccc147b4dde38d275b5a05755fa3e57f,McLaren,570S,2010,WBA108714481535,DE10 PHH,supercar,51533,180000,EN1 7DT,Enfield,medium,2023-07-15,0xd625ae396c8a09678d32dbf1c99500c882d9ffb71c2615ab176d1766cf81ac12,2024-12-16,0xbea5c9914e92366b3ae1f0df6a90e483d3432e70e54ccca0f953e2f74624fb1e,QmJ1uMvVTsm4PXKNY1Vp257t7jg9tNQR1UarkhjEsYnMJk,BlockDAG,ERC-721,92.0,14,comprehensive,True,True,False,130677,Hybrid,Automatic,Grey,4,3,0,1,2024-01-20,2023-07-15,2024-12-16
1140,0xa9cebc930fc36910cdcf0aabb44bcd93089b6d6d,0x0bdce291dbd89f48e47e41ea640eb76ce4aa7b68,Porsche,Cayman,2017,WP0170999223642,BC17 OUR,sports,17962,35000,SW1 4ZP,Westminster,very_high,2023-10-29,0x3c96575ee728b7d91dc6306810f5f70afa7d45eae2783cc47354e6de3a5c383d,2023-06-23,0xb57bc864067518f948adb417b646bac7bd69f55d785001a426646547fd6bd75f,QmGoKUhQUCjB6mgAJPY98WvSNV2yJmpgaWm8T91aqv5cKY,BlockDAG,ERC-721,80.7962,6,standard,True,False,True,96555,Petrol,Manual,Black,5,1,2,0,2024-08-15,2023-10-29,2023-06-23
1141,0x793514401f4d5d3adc71006d4db3c9b4ed5383f5,0x5c1137d6acd488a122cefb6956b76a437b8bd8a2,Lamborghini,Gallardo,2003,WBA030822521950,DE03 NXH,supercar,23956,150000,SW3 3EG,Chelsea,high,2023-02-16,0xcd9aac99ae9afc951c3789522603017109067565674826f2316d08d4390f7f0a,2023-07-31,0xc6ada2217d930cca5baff7de9ea28fcb6d4efcab612cdfc165217c7f8273aba6,QmX6mfCWY8HFTPNQnN7iPSMawoWPJhi8FEEfLjuESzpat3,BlockDAG,ERC-721,95.0,9,standard,True,False,False,129288,Petrol,Manual,Grey,4,2,0,0,2024-01-25,2023-02-16,2023-07-31
1142,0xfac8f46f1ffb33cf42f2dfbffc6644c1572a9553,0xe2372911198540fccfd92ac970093c86d3ed3512,Jaguar,E-Type,2001,SAJ011016594599,EF01 APJ,luxury,8110,60000,E1 4QT,Tower Hamlets,high,2021-08-10,0x442ab4ceb3dd2ae3b4d4469b3c4d2cad13b69ce59feebe165776310630af8377,2023-01-28,0xb95a6ecb9ddc5909bcaef4f230f1b40a2337a77b0c066791469e3bb35cfd3610,QmVm8RvPVZBde1WZizFGLXF4huDPDJxY83JLwRHqp9vPGv,BlockDAG,ERC-721,83.411,2,standard,True,True,True,29023,Electric,Manual,White,5,5,0,1,2023-07-15,2021-08-10,2023-01-28
